Bal_Test_M,Bal_Test_Inn,Bal_Test_B,Bal_Test_Runs,Bal_Test_Wkts,Bal_Test_BBI,Bal_Test_BBM,Bal_Test_Econ,Bal_Test_Avg,Bal_Test_SR,Bal_Test_5W,Bal_Test_10W,Bal_ODI_M,Bal_ODI_Inn,Bal_ODI_B,Bal_ODI_Runs,Bal_ODI_Wkts,Bal_ODI_BBI,Bal_ODI_BBM,Bal_ODI_Econ,Bal_ODI_Avg,Bal_ODI_SR,Bal_ODI_5W,Bal_ODI_10W,Bal_T20I_M,Bal_T20I_Inn,Bal_T20I_B,Bal_T20I_Runs,Bal_T20I_Wkts,Bal_T20I_BBI,Bal_T20I_BBM,Bal_T20I_Econ,Bal_T20I_Avg,Bal_T20I_SR,Bal_T20I_5W,Bal_T20I_10W,Bal_IPL_M,Bal_IPL_Inn,Bal_IPL_B,Bal_IPL_Runs,Bal_IPL_Wkts,Bal_IPL_BBI,Bal_IPL_BBM,Bal_IPL_Econ,Bal_IPL_Avg,Bal_IPL_SR,Bal_IPL_5W,Bal_IPL_10W
88,67,2151,1207,30,4/44,4/44,3.37,40.23,71.7,0,0,158,65,1467,1310,37,4/22,4/22,5.36,35.41,39.65,0,0,87,12,118,164,6,2/16,2/16,8.34,27.33,19.67,0,0,76,2,18,31,0,0/7,0/7,10.33,0.0,0.0,0,0
48,-,-,-,-,-,-,-,-,-,-,-,58,-,-,-,-,-,-,-,-,-,-,-,10,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
12,21,1076,675,14,3/42,3/42,3.76,48.21,76.86,0,0,71,67,2295,2320,69,5/27,5/27,6.07,33.62,33.26,2,0,60,40,495,753,25,3/16,3/16,9.13,30.12,19.8,0,0,14,13,216,334,8,3/12,3/12,9.28,41.75,27.0,0,0
29,53,4054,1615,49,6/41,7/64,2.39,32.96,82.73,1,0,45,45,1548,1230,30,3/26,3/26,4.77,41.0,51.6,0,0,41,21,321,461,12,2/22,2/22,8.62,38.42,26.75,0,0,25,19,216,319,6,3/4,3/4,8.86,53.17,36.0,0,0
1,1,108,40,2,2/40,2/40,2.22,20.0,54.0,0,0,57,25,552,481,7,2/10,2/10,5.23,68.71,78.86,0,0,65,12,118,186,4,1/12,1/12,9.46,46.5,29.5,0,0,13,2,12,15,0,0/7,0/7,7.5,0.0,0.0,0,0
24,40,4037,1871,41,3/53,5/173,2.78,45.63,98.46,0,0,87,82,3952,3190,87,5/50,5/50,4.84,36.67,45.43,1,0,80,79,1646,1953,89,4/11,4/11,7.12,21.94,18.49,0,0,12,12,240,277,10,2/13,2/13,6.92,27.7,24.0,0,0
68,-,-,-,-,-,-,-,-,-,-,-,117,-,-,-,-,-,-,-,-,-,-,-,18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
20,1,18,13,0,0/13,0/13,4.33,0.0,0.0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
78,149,17417,8717,317,6/30,10/80,3.0,27.5,54.94,10,1,99,99,5453,4484,187,7/34,7/34,4.93,23.98,29.16,5,0,55,55,1257,1647,74,4/13,4/13,7.86,22.26,16.99,0,0,78,78,1789,2475,92,4/18,4/18,8.3,26.9,19.45,0,0
17,33,3943,2133,53,7/23,9/55,3.25,40.25,74.4,1,0,65,63,3408,2955,116,5/30,5/30,5.2,25.47,29.38,2,0,6,6,132,191,7,3/44,3/44,8.68,27.29,18.86,0,0,2,2,30,71,1,1/31,1/31,14.2,71.0,30.0,0,0
88,166,20089,10061,347,7/64,10/108,3.0,28.99,57.89,14,1,151,149,7606,6882,204,7/33,7/33,5.43,33.74,37.28,3,0,106,104,2311,3144,134,5/18,5/18,8.16,23.46,17.25,1,0,52,52,1170,1663,45,3/20,3/20,8.53,36.96,26.0,0,0
17,31,3186,1992,41,4/60,7/79,3.75,48.59,77.71,0,0,37,36,1831,1666,48,4/58,4/58,5.46,34.71,38.15,0,0,88,86,1843,2467,111,4/28,4/28,8.03,22.23,16.6,0,0,8,8,181,202,9,3/26,3/26,6.7,22.44,20.11,0,0
1,1,66,47,0,0/47,0/47,4.27,0.0,0.0,0,0,47,47,2495,2343,81,5/45,5/45,5.63,28.93,30.8,1,0,28,28,596,732,41,5/21,5/21,7.37,17.85,14.54,1,0,35,35,765,1075,36,4/28,4/28,8.43,29.86,21.25,0,0
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,26,2,18,18,1,1/6,1/6,6.0,18.0,18.0,0,0,37,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,4,1,36,21,2,2/21,2/21,3.5,10.5,18.0,0,0,17,1,12,16,0,0/16,0/16,8.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,10,9,372,243,9,4/26,4/26,3.92,27.0,41.33,0,0,27,23,294,329,5,1/3,1/3,6.71,65.8,58.8,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1,1,18,12,1,1/12,1/12,4.0,12.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,1,24,15,0,0/15,0/15,3.75,0.0,0.0,0,0,9,8,180,169,8,3/9,3/9,5.63,21.12,22.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,48,49,1,1/31,1/31,6.12,49.0,48.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,4,4,174,117,4,2/49,2/49,4.03,29.25,43.5,0,0,14,14,295,308,20,4/16,4/16,6.26,15.4,14.75,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,-,-,-,-,-,-,-,-,-,-,-,9,8,141,131,6,3/26,3/26,5.57,21.83,23.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,17,-,-,-,-,-,-,-,-,-,-,-,28,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,28,28,1204,998,43,5/33,5/33,4.97,23.21,28.0,2,0,36,36,718,917,53,5/21,5/21,7.66,17.3,13.55,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,10,10,156,168,10,3/18,3/18,6.46,16.8,15.6,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,32,32,1470,1228,50,5/33,5/33,5.01,24.56,29.4,1,0,38,38,763,874,35,3/20,3/20,6.87,24.97,21.8,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,2,66,67,0,0/32,0/32,6.09,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,5,288,281,6,3/69,3/69,5.85,46.83,48.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,5,96,104,3,1/18,1/18,6.5,34.67,32.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,3,120,119,1,1/24,1/24,5.95,119.0,120.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,6,330,297,6,3/39,3/39,5.4,49.5,55.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,5,258,276,3,2/51,2/51,6.42,92.0,86.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,6,282,256,2,1/32,1/32,5.45,128.0,141.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,1,60,60,1,1/60,1/60,6.0,60.0,60.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,5,300,298,8,5/43,5/43,5.96,37.25,37.5,1,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,41,7,117,134,4,3/61,3/61,6.87,33.5,29.25,0,0,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,32,5,58,50,1,1/19,1/19,5.17,50.0,58.0,0,0,15,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,35,-,-,-,-,-,-,-,-,-,-,-,31,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,16,7,223,185,4,2/55,2/55,4.98,46.25,55.75,0,0,12,2,36,34,2,1/14,1/14,5.67,17.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,9,1,12,10,0,0/10,0/10,5.0,0.0,0.0,0,0,19,1,6,13,1,1/13,1/13,13.0,13.0,6.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,3,162,121,0,0/16,0/16,4.48,0.0,0.0,0,0,1,1,18,29,1,1/29,1/29,9.67,29.0,18.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,58,57,2735,2064,61,5/25,5/25,4.53,33.84,44.84,1,0,54,52,1052,1207,60,4/18,4/18,6.88,20.12,17.53,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,54,54,2825,1949,65,5/26,5/26,4.14,29.98,43.46,1,0,54,53,1044,1153,36,5/19,5/19,6.63,32.03,29.0,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,40,40,1962,1775,56,5/28,5/28,5.43,31.7,35.04,1,0,30,30,664,711,34,3/14,3/14,6.42,20.91,19.53,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,24,-,-,-,-,-,-,-,-,-,-,-,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,21,21,967,863,33,4/25,4/25,5.35,26.15,29.3,0,0,10,10,162,228,6,1/16,1/16,8.44,38.0,27.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,11,11,516,467,8,2/38,2/38,5.43,58.38,64.5,0,0,10,10,192,253,9,2/18,2/18,7.91,28.11,21.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,3,84,84,0,0/26,0/26,6.0,0.0,0.0,0,0,22,22,441,401,18,4/9,4/9,5.46,22.28,24.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,9,9,449,382,11,3/19,3/19,5.1,34.73,40.82,0,0,4,4,84,103,6,2/16,2/16,7.36,17.17,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,37,37,1757,1483,60,6/34,6/34,5.06,24.72,29.28,1,0,37,37,793,884,46,4/29,4/29,6.69,19.22,17.24,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,49,-,-,-,-,-,-,-,-,-,-,-,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,4,112,80,2,1/22,1/22,4.29,40.0,56.0,0,0,10,7,56,82,4,2/8,2/8,8.79,20.5,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,104,49,1818,1637,35,5/24,5/24,5.4,46.77,51.94,1,0,49,23,368,424,24,4/27,4/27,6.91,17.67,15.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,20,1,18,14,0,0/14,0/14,4.67,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,12,11,408,330,8,2/17,2/17,4.85,41.25,51.0,0,0,20,19,288,306,15,3/24,3/24,6.38,20.4,19.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,10,9,438,360,13,3/48,3/48,4.93,27.69,33.69,0,0,26,16,240,337,9,2/33,2/33,8.43,37.44,26.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,67,65,2688,2483,66,4/61,4/61,5.54,37.62,40.73,0,0,37,33,529,750,26,5/20,5/20,8.51,28.85,20.35,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,12,10,185,194,14,4/16,4/16,6.29,13.86,13.21,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,9,-,-,-,-,-,-,-,-,-,-,-,34,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,81,-,-,-,-,-,-,-,-,-,-,-,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,39,7,168,137,2,1/14,1/14,4.89,68.5,84.0,0,0,49,17,245,244,15,3/19,3/19,5.98,16.27,16.33,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,10,10,330,316,9,4/32,4/32,5.75,35.11,36.67,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,18,17,872,556,19,3/18,3/18,3.83,29.26,45.89,0,0,7,7,144,140,4,2/31,2/31,5.83,35.0,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,11,11,455,366,10,2/28,2/28,4.83,36.6,45.5,0,0,45,44,876,972,50,4/14,4/14,6.66,19.44,17.52,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,2,96,79,5,3/41,3/41,4.94,15.8,19.2,0,0,22,20,360,371,24,4/30,4/30,6.18,15.46,15.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,26,25,954,927,22,4/33,4/33,5.83,42.14,43.36,0,0,26,26,440,538,18,3/16,3/16,7.34,29.89,24.44,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,63,60,2951,2047,68,4/25,4/25,4.16,30.1,43.4,0,0,25,24,464,460,18,2/9,2/9,5.95,25.56,25.78,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,4,1,42,28,2,2/28,2/28,4.0,14.0,21.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,85,10,270,252,2,1/17,1/17,5.6,126.0,135.0,0,0,69,5,66,71,5,3/25,3/25,6.45,14.2,13.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,17,8,150,111,1,1/21,1/21,4.44,111.0,150.0,0,0,8,1,6,18,1,1/18,1/18,18.0,18.0,6.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,12,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,47,-,-,-,-,-,-,-,-,-,-,-,55,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,100,61,1544,1336,34,4/40,4/40,5.19,39.29,45.41,0,0,78,41,518,660,28,3/17,3/17,7.64,23.57,18.5,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,87,41,968,836,11,2/26,2/26,5.18,76.0,88.0,0,0,64,15,180,220,5,2/17,2/17,7.33,44.0,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,58,52,1874,1581,43,4/37,4/37,5.06,36.77,43.58,0,0,47,36,579,767,30,3/20,3/20,7.95,25.57,19.3,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,40,39,1886,1644,57,5/43,5/43,5.23,28.84,33.09,1,0,35,34,726,959,41,5/24,5/24,7.93,23.39,17.71,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,10,10,504,387,10,4/15,4/15,4.61,38.7,50.4,0,0,9,6,126,137,6,2/15,2/15,6.52,22.83,21.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,78,-,-,-,-,-,-,-,-,-,-,-,60,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,32,-,-,-,-,-,-,-,-,-,-,-,20,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,50,49,2586,1752,66,5/33,5/33,4.06,26.55,39.18,1,0,51,50,1116,1303,62,5/27,5/27,7.01,21.02,18.0,1,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,68,67,3230,2694,90,5/33,5/33,5.0,29.93,35.89,2,0,57,56,1165,1596,63,4/24,4/24,8.22,25.33,18.49,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,22,22,1077,910,39,4/27,4/27,5.07,23.33,27.62,0,0,8,8,180,293,5,2/38,2/38,9.77,58.6,36.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,14,14,649,569,30,5/52,5/52,5.26,18.97,21.63,1,0,5,4,66,95,5,2/44,2/44,8.64,19.0,13.2,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,13,13,687,508,23,3/34,3/34,4.44,22.09,29.87,0,0,17,17,356,487,17,3/20,3/20,8.21,28.65,20.94,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,12,12,411,392,15,4/30,4/30,5.72,26.13,27.4,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,8,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,4,1,1,2,0,0/2,0/2,0.0,0.0,0.0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,22,4,114,119,1,1/25,1/25,6.26,119.0,114.0,0,0,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,3,102,100,3,2/48,2/48,5.88,33.33,34.0,0,0,1,1,6,8,0,0/8,0/8,8.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,23,7,120,94,1,1/11,1/11,4.7,94.0,120.0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,4,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,5,174,157,7,4/56,4/56,5.41,22.43,24.86,0,0,1,1,12,5,0,0/5,0/5,2.5,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,12,12,458,482,8,2/25,2/25,6.31,60.25,57.25,0,0,3,3,30,44,1,1/24,1/24,8.8,44.0,30.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,5,1,15,25,0,0/25,0/25,10.0,0.0,0.0,0,0,3,1,6,7,0,0/7,0/7,7.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,11,11,537,412,16,4/46,4/46,4.6,25.75,33.56,0,0,9,8,135,170,5,1/20,1/20,7.56,34.0,27.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,26,21,819,701,13,2/23,2/23,5.14,53.92,63.0,0,0,5,4,42,62,1,1/16,1/16,8.86,62.0,42.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,11,-,-,-,-,-,-,-,-,-,-,-,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,6,2,18,22,0,0/3,0/3,7.33,0.0,0.0,0,0,3,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,1,42,43,0,0/43,0/43,6.14,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,19,19,905,831,23,3/24,3/24,5.51,36.13,39.35,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,10,10,389,371,14,3/36,3/36,5.72,26.5,27.79,0,0,3,3,42,50,3,2/18,2/18,7.14,16.67,14.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,19,0,0/19,0/19,9.5,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,9,9,456,405,15,3/31,3/31,5.33,27.0,30.4,0,0,7,7,147,143,7,2/11,2/11,5.84,20.43,21.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,3,3,138,170,1,1/57,1/57,7.39,170.0,138.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,1,1,12,14,0,0/14,0/14,7.0,0.0,0.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,8,8,312,257,5,1/21,1/21,4.94,51.4,62.4,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,2,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
-,-,-,-,-,-,-,-,-,-,-,-,35,13,326,355,10,2/22,2/22,6.53,35.5,32.6,0,0,2,2,22,21,2,2/2,2/2,5.73,10.5,11.0,0,0,-,-,-,-,-,-,-,-,-,-,-,-
